3210	Imaging characteristics of contralateral asymptomatic patellofemoral joints in patients with unilateral instability	25153158	Radiology
3211	Association between cognitive ability and functional outcomes following traumatic brain injury- using a computer-based neurocognitive battery	30183385	Brain Injury
3212	Final visual outcome following re exploration of cataracts performed by trainee surgeons in India	23508478	Indian Journal of Medical Sciences
3213	Predictors of Mental Health Review Tribunal (MHRT) outcome in a forensic inpatient population: a prospective cohort study	28095806	BMC Psychiatry
3214	A Cross-Sectional Study of Emergency Department Visits by Children After All-Terrain Vehicle Crashes, Motor Vehicle Crashes, and Sports Activities	27383406	Pediatric Emergency Care
3215	The clinical use of statistical permutation test methodology: a tool for identifying predictive variables of outcome	25171377	Urologia Internationalis
3216	The effect of blood transfusion on brain oxygenation in children with severe traumatic brain injury	19794323	Pediatric Critical Care Medicine
3217	Comparison of high definition with standard white light endoscopy for detection of dysplastic lesions during surveillance colonoscopy in patients with colonic inflammatory bowel disease	22552948	Inflammatory Bowel Diseases
3218	Days Alive and Out of Hospital: Validation of a Patient-centered Outcome for Perioperative Medicine	31094760	Anesthesiology
3219	Morbid obesity predisposes trauma patients to worse outcomes: a National Trauma Data Bank analysis	24368375	J Trauma Acute Care Surg
3220	Impact of substitution among generic drugs on persistence and adherence: A retrospective claims data study from 2 Local Healthcare Units in the Lombardy Region of Italy	26948872	Atheroscler Suppl
3221	Survival after repair of pararenal and paravisceral abdominal aortic aneurysms	24709440	Journal of Vascular Surgery
3222	Unnecessary care for bronchiolitis decreases with increasing inpatient prevalence of bronchiolitis	21987704	Pediatrics
3223	Characteristics of pediatric trauma transfers to a level‚ÄÉi trauma center: implications for developing a regionalized pediatric trauma system in california	21122022	Academic Emergency Medicine
3224	Cerebral Perfusion Pressure Variability Between Patients and Between Centres	29492521	Acta Neurochirurgica Supplement
3225	Safety of Target-Controlled Propofol Infusion by Gastroenterologists in Patients Undergoing Endoscopic Resection	27480084	Digestive Diseases and Sciences
3226	Haemorrhagic shearing lesions associated with diffuse axonal injury: application of T2 star-weighted angiography sequence in the detection and clinical correlation	21707269	British Journal of Neurosurgery
3227	Descriptive Analysis of Medication Administration During Inpatient Cardiopulmonary Arrest Resuscitation (from the Mayo Registry for Telemetry Efficacy in Arrest Study)	27015887	American Journal of Cardiology
3228	Missing clinical information in NHS hospital outpatient clinics: prevalence, causes and effects on patient care	21605359	BMC Health Services Research
3229	Clinical outcomes of endoscopic resection for non-ampullary duodenal laterally spreading tumors	30756173	Surgical Endoscopy
3230	Low socioeconomic status and formula feeding directly correlate with increased incidence of hypertrophic pyloric stenosis	31757506	Journal of Pediatric Surgery
3231	Determining risk factors that increase hospitalizations in patients with systemic lupus erythematosus	29667857	Lupus
3232	Predictive modeling of inpatient mortality in departments of internal medicine	29290047	Internal and Emergency Medicine
3233	Real-World Patterns of Care for the Overactive Bladder Syndrome in the United States	26436212	Urology
3234	An OMERACT Initiative Toward Consensus to Identify and Characterize Candidate Contextual Factors: Report from the Contextual Factors Working Group	28461648	Journal of Rheumatology
3235	Multicenter Review of Current Practices Associated With Venous Thromboembolism Prophylaxis in Pediatric Patients After Trauma	29912812	Pediatric Critical Care Medicine
3236	CT urography and hematuria: a retrospective analysis of 771 patients undergoing CT urography over a 1-year period	24973256	Acta Radiologica
3237	Treating patients in a trauma room equipped with computed tomography and patients' mortality: a non-controlled comparison study	29599816	World Journal of Emergency Surgery
3238	Incidence, associated factors, and survival in metastatic spinal cord compression secondary to lung cancer	25687415	Spine J
3239	Predictors of sepsis in moderately severely injured patients: an analysis of the National Trauma Data Bank	23461696	Surgical Infections
3240	Obesity increases the risk of renal involvement in children with Henoch-Sch√∂nlein purpura	25899072	European Journal of Pediatrics
3241	A naturalistic comparison of the effectiveness of methadone and two sublingual formulations of buprenorphine on maintenance treatment outcomes: findings from a retrospective multisite study	25069011	Experimental and Clinical Psychopharmacology
3242	Preinjury ambulatory status is associated with 1-year mortality following lateral compression Type I fractures in the geriatric population older than 80 years	24747465	J Trauma Acute Care Surg
3243	Performance curves of medical researchers during their career: analysis of scientific production from a retrospective cohort	28237957	BMJ Open
3244	Long-Term Follow-Up of Complete Versus Lesion-Only Revascularization in STEMI¬†and¬†Multivessel Disease: The CvLPRIT Trial	31856964	Journal of the American College of Cardiology
3245	Decompressive hemicraniectomy in patients with supratentorial intracerebral hemorrhage	23111437	Stroke
3246	Use of an Exercise Technology in Post-Acute Care of a Skilled Nursing Facility: A Feasibility Study	28843523	Journal of the American Medical Directors Association
3247	Late, Persistent, Substantial, Treatment-Related Symptoms After Radiation Therapy (LAPERS): A New Method for Longitudinal Analysis of Late Morbidity-Applied in the EMBRACE Study	31669565	International Journal of Radiation Oncology, Biology, Physics
3248	Predictors of nontransport of older fallers who receive ambulance care	24460481	Prehospital Emergency Care
3249	Psychotropic Drug-Related Fall Incidents in Nursing Home Residents Living in the Eastern Part of The Netherlands	28389998	Drugs R D
3250	A data-driven method to detect adverse drug events from prescription data	30016721	Journal of Biomedical Informatics
3251	Rate and clinical impact of intra-procedural complications during coil embolisation of ruptured small (3 mm or less) cerebral aneurysms	23332943	Clinical Neurology and Neurosurgery
3252	Incidence of hematologic toxicity in older adults treated with gemcitabine or a gemcitabine-containing regimen in routine clinical practice: a multicenter retrospective cohort study	25216600	Drugs and Aging
3253	Adenoma recurrence after piecemeal colonic EMR is predictable: the Sydney EMR recurrence tool	27908600	Gastrointestinal Endoscopy
3254	Maternal mood disorders and lithium exposure in utero were not associated with poor cognitive development during childhood	29150869	Acta Paediatrica
3255	A management algorithm based on delayed bleeding after wide-field endoscopic mucosal resection of large colonic lesions	24480678	Clinical Gastroenterology and Hepatology
3256	There is no 'weekend effect' in elective orthopaedic surgery	29909662	Annals of the Royal College of Surgeons of England
3257	Addition of doxycycline to ciprofloxacin for infection prophylaxis during autologous stem cell transplants for multiple myeloma	29564621	Supportive Care in Cancer
3258	Association of Off-label Drug Use and Adverse Drug Events in an Adult Population	26523731	JAMA Intern Med
3259	Identification of Risk Factors for the Development of Pressure Ulcers Despite Standard Screening Methodology and Prophylaxis in Trauma Patients	27300364	Advances in Skin & Wound Care
3260	Comparison of endoscopic revision for failed primary external versus endoscopic dacryocystorhinostomy	22788548	Clin Exp Ophthalmol
3261	Progress of the Dutch Spinal Cord Injury Database: Completeness of Database and Profile of Patients Admitted for Inpatient Rehabilitation in 2015	29706758	Top Spinal Cord Inj Rehabil
3262	Trauma center designation correlates with functional independence after severe but not moderate traumatic brain injury	20699734	Journal of Trauma
3263	Development of a new clinical decision rule for cervical CT to detect cervical spine injury in patients with head or neck trauma	30032123	Emergency Medicine Journal
3264	Predictive Model for Medical and Surgical Readmissions Following Elective Lumbar Spine Surgery: A National Study of 33,674 Patients	30247371	Spine
3265	Overcoming challenges to data quality in the ASPREE clinical trial	31815652	Trials
3266	[Three prognostic utility scales to determine early mortality in patients with alcoholic hepatitis in the General Hospital of Mexico]	20959177	Revista de Gastroenterología de México
3267	Nutrient Deficiency 10¬†Years Following Roux-en-Y Gastric Bypass: Who's Responsible?	28247320	Obesity Surgery
3268	Timing of Decompressive Craniectomy for Malignant Middle Cerebral Artery Infarction: A Single-Center Analysis	30704138	Medicina (Kaunas, Lithuania)
3269	Post-acute care referral in United States of America: a multiregional study of factors associated with referral destination in a cohort of patients with coronary artery bypass graft or valve replacement	31727058	BMC Medical Informatics and Decision Making
3270	Delayed endovascular aortic repair is associated with reduced in-hospital mortality in patients with blunt thoracic aortic injury	29452832	Journal of Vascular Surgery
3271	Nonoperative management of penetrating abdominal solid organ injuries in children	29907210	Journal of Surgical Research
3272	Evaluation of the incidence and risk of hypoglycemic coma associated with selection of basal insulin in the treatment of diabetes: a Finnish register linkage study	24150837	Pharmacoepidemiology and Drug Safety
3273	Statin Use, Diabetes Incidence and Overall Mortality in Normoglycemic and Impaired Fasting Glucose Patients	26850412	Journal of General Internal Medicine
3274	Microsurgical reconstruction of complex maxillofacial gunshot wounds: Outcomes analysis and algorithm	30676662	Microsurgery
3275	A changing profile of infective endocarditis at a tertiary hospital in China: a retrospective study from 2001 to 2018	31703633	BMC Infectious Diseases
3276	Clinical Epidemiology of Adults With Moderate Traumatic Brain Injury	29369057	Critical Care Medicine
3277	Risk factors for intraprocedural and clinically significant delayed bleeding after wide-field endoscopic mucosal resection of large colonic lesions	24090728	Clinical Gastroenterology and Hepatology
3278	Association between the Japan Coma Scale scores at the scene of injury and in-hospital outcomes in trauma patients: an analysis from the nationwide trauma database in Japan	31366660	BMJ Open
3279	Relapse after inpatient substance use treatment: A prospective cohort study among users of illicit substances	30447514	Addictive Behaviors
3280	Gastrointestinal Events Among Patients Initiating Osteoporosis Therapy: A Retrospective Administrative Claims Database Analysis	25866298	Clinical Therapeutics
3281	Mapping the Access of Future Doctors to Health Information Technologies Training in the European Union: Cross-Sectional Descriptive Study	31407668	Journal of Medical Internet Research
3282	[Prevalence and clinical-morphological characteristics of anemia in patients with chronic liver diseases]	21434363	Eksperimental'naia i Klinicheskaia Gastroenterologiia Experimental & Clinical Gastroenterology
3283	Pediatric Gartland Type-IV Supracondylar Humeral Fractures Have Substantial Overlap with Flexion-Type Fractures	31393425	Journal of Bone and Joint Surgery (American Volume)
3284	Outcomes after colon trauma in the 21st century: an analysis of the U.S. National Trauma Data Bank	23889967	Surgery
3285	Risk Factors for 30-Day Postoperative Complications Following Open Reduction Internal Fixation of Proximal¬†Ulna Fractures	27671768	Journal of Hand Surgery
3286	A multinomial logit analysis of factors associated with severity of motorcycle crashes in Ghana	31194580	Traffic Inj Prev
3287	The incidence of metastatic basal cell carcinoma (mBCC) in Denmark, 1997-2010	26105129	European Journal of Dermatology
3288	Identifying and mapping TB hot spots in an urban slum by integratingGeographic positioning system and the local postman - A pilot study	30878070	Indian Journal of Tuberculosis
3289	Factors Affecting Consumer Acceptance of an Online Health Information Portal Among Young Internet Users	30074918	Computers, Informatics, Nursing
3290	Surgical Site Infections in Patients With Type 3 Open Fractures: Comparing Antibiotic Prophylaxis With Cefazolin Plus Gentamicin Versus Piperacillin/Tazobactam	26825490	Journal of Orthopaedic Trauma
3291	Perioperative acute myocardial infarction increases mortality following noncardiac surgery	24055562	Journal of Cardiothoracic and Vascular Anesthesia
3292	Relevance of adjacent joint imaging in the evaluation of ankle fractures	27465987	Injury
3293	Recurrence of Colonic Diverticulitis: Identifying Predictive CT Findings-Retrospective Cohort Study	28837412	Radiology
3294	Survival Outcomes in Patients with T2N0M0 (Stage II) Squamous Cell Carcinoma of the Larynx	28608731	Otolaryngology and Head and Neck Surgery
3295	Patient-reported quality of life after bariatric surgery: a single institution analysis	28985837	Journal of Surgical Research
3296	Fosaprepitant-induced phlebitis: a focus on patients receiving doxorubicin/cyclophosphamide therapy	24402411	Supportive Care in Cancer
3297	A 10-Year Analysis of Head and Neck Injuries Involving Nonpowder Firearms	28457218	Otolaryngology and Head and Neck Surgery
3298	Statistical analysis plan for the POLAR-RCT: The Prophylactic hypOthermia trial to Lessen trAumatic bRain injury-Randomised Controlled Trial	29703266	Trials
3299	A look at the burden of opioid management in primary care	28149979	Journal of Family Practice
3300	Intrahepatic cholestasis of pregnancy is associated with an increased risk of gestational diabetes	24462052	European Journal of Obstetrics, Gynecology, and Reproductive Biology
3301	Longitudinal lipid trends and adverse outcomes in patients with CKD: a 13-year observational cohort study	30642880	Journal of Lipid Research
3302	Examining the Association between Healthcare Utilization and Clinical Characteristics among Cancer Patients in a Safety Net Health System	30265596	Journal of Palliative Medicine
3303	Ulcerative colitis outcomes research in Japan: protocol for an observational prospective cohort study of YOURS (YOu and Ulcerative colitis: Registry and Social network)	31501121	BMJ Open
3304	Clinical outcomes of external beam radiotherapy in patients with localized prostate cancer: Does dose escalation matter?	31332959	Asia-Pacific Journal of Clinical Oncology
3305	The Economic Impact of Flexor Tendon Lacerations of the Hand in the United States	31524735	Annals of Plastic Surgery
3306	Trends in pediatric urologic consultations in a tertiary care hospital setting	28826658	Journal of Pediatric Urology
3307	Albumin, Prealbumin, and Transferrin May Be Predictive of Wound Complications following Total Knee Arthroplasty	30282102	Journal of Knee Surgery
3308	Patient and Surgical Factors Contributing to Perioperative Infection in Complex Lower Extremity Trauma	27779978	American Surgeon
3309	Endoscopic mucosal resection for large serrated lesions in comparison with adenomas: a prospective multicentre study of 2000 lesions	26786685	Gut
3310	Endoscopic ultrasound in the evaluation of chronic upper abdominal pain of unknown etiology: a retrospective chart review examining the efficacy of EUS in determining a new diagnosis	25569224	Journal of Clinical Gastroenterology
3311	Coordination and management of multicenter clinical studies in trauma: Experience from the PRospective Observational Multicenter Major Trauma Transfusion (PROMMTT) Study	22001613	Resuscitation
3312	Demographic and clinical characteristics of hospitalised unintentional poisoning in Aboriginal and non-Aboriginal preschool children in New South Wales, Australia: a population data linkage study	30705236	BMJ Open
3313	Prospective identification versus administrative coding of adverse drug reaction-related hospitalizations in the elderly: A comparative analysis	30264866	Pharmacoepidemiology and Drug Safety
3314	Liver disease and HPLC quantification of disialotransferrin for heavy alcohol use: a case series	20659069	Alcoholism, Clinical and Experimental Research
3315	Sensitivity and specificity of an algorithm based on medico-administrative data to identify hospitalized patients with major bleeding presenting to an emergency department	31627721	BMC Medical Research Methodology
3316	Validity of PROMIS in minimally invasive transforaminal lumbar interbody fusion: a preliminary evaluation	29652236	Journal of Neurosurgery: Spine
3317	The Mayo Clinic experience with Morel-Lavall√©e lesions: establishment of a practice management guideline	24458056	J Trauma Acute Care Surg
3318	Helmet legislation and admissions to hospital for cycling related head injuries in Canadian provinces and territories: interrupted time series analysis	23674137	BMJ
3319	Utility of a new reusable clip device for endoscopic treatment	25040930	Digestive Endoscopy
3320	Descriptive epidemiology in relation to gender differences and treatment modalities 10 years after intracranial aneurysm rupture in the Stockholm cohort 1996-1999	22898030	World Neurosurgery
3321	Race and Ethnicity Have a Mixed Effect on the Treatment of Tibial Plateau Fractures	28614148	Journal of Orthopaedic Trauma
3322	Incidence of abnormal imaging and recurrent pyelonephritis after first febrile urinary tract infection in children 2 to 24 months old	23353046	Journal of Urology
3323	Does clinical exposure matter? Pilot assessment of patient visits in an urban family medicine residency program	29358267	Canadian Family Physician
3324	Cocaine and Marijuana Use Among Young¬†Adults With Myocardial Infarction	29535062	Journal of the American College of Cardiology
3325	Impact on delay times and characteristics of patients undergoing primary percutaneous coronary intervention in the southern metropolitan area of Barcelona after implementation of the infarction code program	22868183	Rev Esp Cardiol (Engl Ed)
3326	The Presence of Scarring and Associated Morbidity in the Burn Model System National Database	30724824	Annals of Plastic Surgery
3327	Modelling excess mortality among breast cancer patients in the North East Region of Peninsular Malaysia, 2007-2011: a population-based study	31888561	BMC Public Health
3328	Vascular dementia encoding in the French nationwide discharge summary database (PMSI): Variability over the 2007-2017 period	30409382	Annales de Cardiologie et d'Angiologie
3329	Laboratory-confirmed HIV and sexually transmitted infection seropositivity and risk behavior among sexually active transgender patients at an adolescent and young adult urban community health center	25790139	AIDS Care
3330	The Triage of Injured Patients: Mechanism of Injury, Regardless of Injury Severity, Determines Hospital Destination	27097630	American Surgeon
3331	Preventability of 28-Day Hospital Readmissions in General Internal Medicine Patients: A Retrospective Analysis at a Quaternary Hospital	29944627	Quality Management in Health Care
3332	Blood Pressure Trajectories in the 20 Years Before Death	29204655	JAMA Intern Med
3333	Factors Predicting Recovery of Oral Intake in Stroke Survivors with Dysphagia in a Convalescent Rehabilitation Ward	28108097	Journal of Stroke and Cerebrovascular Diseases
3334	Association Between Birth in a High Stroke Mortality State, Race, and Risk of Dementia	28759663	JAMA Neurol
3335	Association between pain outcomes and race and opioid treatment: Retrospective cohort study of Veterans	26933921	Journal of Rehabilitation Research and Development
3336	Percutaneous Versus Open Treatment of Posterior Pelvic Ring Injuries: Changes in Practice Patterns Over Time	29912737	Journal of Orthopaedic Trauma
3337	Associations between colorectal cancer screening and glycemic control in people with diabetes, Boston, Massachusetts, 2005-2010	21672406	Preventing Chronic Disease
3338	Time-dependent test characteristics of head computed tomography in patients suspected of nontraumatic subarachnoid hemorrhage	22821609	Stroke
3339	Impact of resident involvement on urological surgery outcomes: an analysis of 40,000 patients from the ACS NSQIP database	24704012	Journal of Urology
3340	Social inequalities in multimorbidity, frailty, disability, and transitions to mortality: a 24-year follow-up of the Whitehall II cohort study	31837974	Lancet Public Health
3341	The predictive value of new-onset atrial fibrillation on postoperative morbidity after esophagectomy	29635398	Diseases of the Esophagus
3342	The Association Between Postburn Vitamin D Deficiency and the Biomechanical Properties of Hypertrophic Scars	30806461	J Burn Care Res
3343	Race and documentation of cognitive impairment in hospitalized older adults	24576177	Journal of the American Geriatrics Society
3344	The Role of Hemoglobin Laboratory Test Results for the Detection of Upper Gastrointestinal Bleeding Outcomes Resulting from the Use of Medications in Observational Studies	27848201	Drug Safety
3345	Occupant and crash characteristics in thoracic and lumbar spine injuries resulting from motor vehicle collisions	24486471	Spine J
3346	Integration of Data to Establish a Standard Operating Procedure for the Diabetic Patient Undergoing Hyperbaric Oxygen Therapy	29117079	Journal of Wound, Ostomy and Continence Nursing
3347	Contraception after Abortion and Risk of Repeated Unintended Pregnancy among Health Plan Members	30227910	Perm J
3348	Evaluating the Use of Medicare Part D in the Veteran Population With Spinal Cord Injury/Disorder	29425699	Archives of Physical Medicine and Rehabilitation
3349	Monitoring of Surveillance Quality Indicators of Measles in Iranian Districts: Analysis of Measles Surveillance System 2014-2016	30270213	J Res Health Sci
3350	Feasibility of 48 quality indicators in ambulatory care in Germany: a cross-sectional observational study	26699257	Z Evid Fortbild Qual Gesundhwes
3351	Healthcare Effectiveness Data and Information Set (HEDIS) measures of alcohol and drug treatment initiation and engagement among people living with the human immunodeficiency virus (HIV) and patients without an HIV diagnosis	30908174	Substance Abuse
3352	Rates and predictors of 30-day readmission among commercially insured and Medicaid-enrolled patients hospitalized with systolic heart failure	23072736	Circulation: Heart Failure
3353	Letting the sun set on small bowel obstruction: can a simple risk score tell us when nonoperative care is inappropriate?	24887795	American Surgeon
3354	Outpatient Engagement and Predicted Risk of Suicide Attempts in Fibromyalgia	30192068	Arthritis Care & Research
3355	Surgical complications associated with robotic urologic procedures in elderly patients	25694007	Can J Urol
3356	Long-term Patient-reported Outcomes Following Postmastectomy Breast Reconstruction: An 8-year Examination of 3268 Patients	31356276	Annals of Surgery
3357	Clinical and epidemiological profile of leprosy patients attended at Cear√°, 2007-2011	27438198	Anais Brasileiros de Dermatologia
3358	Measuring daily fatigue using a brief scale adapted from the Patient-Reported Outcomes Measurement Information System (PROMIS ¬Æ)	24132347	Quality of Life Research
3359	Influence of Demographics and Utilization of Physical Therapy Interventions on Clinical Outcomes and Revision Rates Following Anterior Cruciate Ligament Reconstruction	28992770	Journal of Orthopaedic and Sports Physical Therapy
3360	A longitudinal MRI study of traumatic axonal injury in patients with moderate and severe traumatic brain injury	22933813	Journal of Neurology, Neurosurgery and Psychiatry
3361	Bicarbonate and mannitol treatment for traumatic rhabdomyolysis revisited	27381816	American Journal of Surgery
3362	Risk of diabetes and dyslipidemia during clozapine and other antipsychotic drug treatment of schizophrenia in Iceland	28632422	Nord J Psychiatry
3363	QUIT EMR trial: a prospective, observational, multicentre study to evaluate quality and 24‚ÄÖhours post-transport morbidity of interhospital transportation of critically ill patients: study protocol	28283485	BMJ Open
3364	Excess burden of a chronic disabling condition: life lost due to traumatic spinal cord injury in a Swiss population-based cohort study	31147730	Int J Public Health
3365	The success of battlefield surgical airway insertion in severely injured military patients: a UK perspective	27273615	Journal of the Royal Army Medical Corps
3366	Improvement of interpretation in cystic fibrosis clinical laboratory reports: longitudinal analysis of external quality assessment data	22713805	European Journal of Human Genetics
3367	Using clinical analysis to classify 30-day trauma readmissions	29787543	J Trauma Acute Care Surg
3368	Vasa previa: a multicenter retrospective cohort study	31201807	American Journal of Obstetrics and Gynecology
3369	Factors Associated with Chronic Kidney Disease and Their Clinical Utility in Primary Care Clinics in a Multi-Ethnic Southeast Asian Population	29253844	Nephron
3370	Rapid epinephrine administration improves early outcomes in out-of-hospital cardiac arrest	23523823	Resuscitation
3371	Administrative data is as good as medical chart review for comorbidity ascertainment in patients with infections in Singapore	26758244	Epidemiology and Infection
3372	Demonstrating the impact of POLST forms on hospital care requires information not contained in state registries	31211788	PloS One
3373	Failure of empirical systemic antifungal therapy in mechanically ventilated critically ill patients	25780856	American Journal of Respiratory and Critical Care Medicine
3374	Risk factors for the development of heterotopic ossification in seriously burned adults: A National Institute on Disability, Independent Living and Rehabilitation Research burn model system database analysis	26496115	J Trauma Acute Care Surg
3375	The Predictive Value of Coefficient of PCT √ó BG for Anastomotic Leak in Esophageal Carcinoma Patients With ARDS After Esophagectomy	28486866	Journal of Intensive Care Medicine
3376	Delayed diagnosis of hypertension in diabetic patients monitored in primary care	24773675	Rev Esp Cardiol (Engl Ed)
3377	Surgical outcomes of pancreaticoduodenal injuries in children	29623405	Pediatric Surgery International
3378	Comparison of perioperative outcomes for epidural versus intravenous patient-controlled analgesia after radical cystectomy	25785842	Regional Anesthesia and Pain Medicine
3379	Epidemiology of paediatric trauma presenting to US emergency departments: 2006-2012	29056586	Injury Prevention
3380	Treatment strategy for recurrent or residual colorectal tumors after endoscopic resection	20559661	Surgical Endoscopy
3381	A Comparison of Efficacy of Treatment and Time to Administration of Naloxone by BLS and ALS Providers	31322097	Prehospital and Disaster Medicine
3382	The use of sodium polystyrene sulfonate in the inpatient management of hyperkalemia	21387549	Journal of Hospital Medicine
3383	The effect of the Majestro-Frost procedure on internal hip rotation during gait in patients with cerebral palsy	30142452	Gait and Posture
3384	Association of Sirolimus Use With Risk for Skin Cancer in a Mixed-Organ Cohort of Solid-Organ Transplant Recipients With a History of Cancer	26792250	JAMA Dermatol
3385	Injury patterns after skiing and snowboarding sports accidents	31640310	Journal of Sports Medicine and Physical Finess
3386	PsyScan e-tool to support diagnosis and management of psychological problems in general practice: a randomised controlled trial	29255109	British Journal of General Practice
3387	The Effect of Hemoglobin Levels on Mortality in Pediatric Patients with Severe Traumatic Brain Injury	27445560	Canadian Respiratory Journal
3388	Patients lost to follow-up after metacarpal fractures	22015075	Journal of Hand Surgery
3389	Implantable loop recorders in the real world: a study of two Canadian centers	29098486	Journal of Interventional Cardiac Electrophysiology
3390	Triamterene Enhances the Blood Pressure Lowering Effect of Hydrochlorothiazide in Patients with Hypertension	26194642	Journal of General Internal Medicine
3391	Braden Scale: evaluation of clinical usefulness in an intensive care unit	20423412	Journal of Advanced Nursing
3392	Surgical approach significantly affects the complication rates associated with total hip arthroplasty	31154834	Bone Joint J
3393	Factors Affecting Employment After Burn Injury in the United States: A Burn Model System National Database Investigation	31626744	Archives of Physical Medicine and Rehabilitation
3394	Clinical Decision Support Reduces Overuse of Red Blood Cell Transfusions: Interrupted Time Series Analysis	26873112	American Journal of Medicine
3395	Analysis of PITFL injuries in rotationally unstable ankle fractures	25367251	Foot and Ankle International
3396	Elucidating the role of incidental use of beta-blockers in patients with metastatic brain tumors in controlling tumor progression and survivability	25751464	Neurology India
3397	Hypoglycaemia seriousness and weight gain as determinants of cardiovascular disease outcomes among sulfonylurea users	28497592	Diabetes, Obesity & Metabolism
3398	Intentional left subclavian artery coverage during thoracic endovascular aortic repair for traumatic aortic injury	25080884	Journal of Vascular Surgery
3399	Clinical outcomes of colorectal endoscopic submucosal dissection and risk factors associated with piecemeal resection	30249563	Turkish Journal of Gastroenterology
3400	Development of Atrioventricular Block and Diagnostic Value of Stored Electrograms in Patients With Sick Sinus Syndrome and Implanted Pacemaker	25753690	Circulation Journal
3401	Development and validation of a transitions-of-care pharmacist tool to predict potentially avoidable 30-day readmissions	29371191	American Journal of Health-System Pharmacy
3402	Endoscopic resection of duodenal neoplasms: a single-center study	20490557	Surgical Endoscopy
3403	Insurance status is a potent predictor of outcomes in both blunt and penetrating trauma	20359573	American Journal of Surgery
3404	Clinical Decision Support for In-Hospital AKI	29097621	Journal of the American Society of Nephrology
3405	Multimodal recanalization therapy in acute basilar artery occlusion: long-term functional outcome and quality of life	22569932	Stroke
3406	Optimal timing of initiation of thromboprophylaxis in spine trauma managed operatively: A nationwide propensity-matched analysis of trauma quality improvement program	29613956	J Trauma Acute Care Surg
3407	Impact of Sustained Use of a Multifaceted Computerized Quality Improvement Intervention for Cardiovascular Disease Management in Australian Primary Health Care	29066447	J Am Heart Assoc
3408	[Efficacy comparison between two-field and three-field lymphadenectomy for thoracic esophageal squamous cell carcinoma]	27680065	Zhonghua Wei Chang Wai Ke Za Zhi Chinese Journal of Gastrointestinal Surgery
3409	Association of intradialytic blood pressure variability with increased all-cause and cardiovascular mortality in patients treated with long-term hemodialysis	23474007	American Journal of Kidney Diseases
3410	Catheter-associated urinary tract infection: why do not we control this adverse event?	31166534	Revista da Escola de Enfermagem da USP
3411	Incidence of major depression diagnoses in the Canadian Armed Forces: longitudinal analysis of clinical and health administrative data	31559441	Social Psychiatry and Psychiatric Epidemiology
3412	Sequencing of Cabazitaxel and Abiraterone Acetate After Docetaxel in Metastatic Castration-Resistant Prostate Cancer: Treatment Patterns and Clinical Outcomes in Multicenter Community-Based US Oncology Practices	25743206	Clinical Genitourinary Cancer
3413	Hyperuricemia is associated with increased hospitalization risk and healthcare costs: Evidence from an administrative database in Italy	27555289	Nutrition, Metabolism, and Cardiovascular Diseases
3414	The sensitivity of the MOS SF-12 and PROMIS¬Æ global summary scores to adverse health events in an older cohort	29725968	Quality of Life Research
3415	Greater burden of chronic comorbidities and co-medications among people living with HIV versus people without HIV in Japan: A hospital claims database study	30396821	J Infect Chemother
3416	Epidemiology of modern battlefield colorectal trauma: a review of 977 coalition casualties	23192077	J Trauma Acute Care Surg
3417	Bioelectrical Impedance Analysis (BIA) of the association of the Japanese Kampo concept "Suidoku" (fluid disturbance) and the body composition of women	27770788	BMC Complementary and Alternative Medicine
3418	Complications of laparoscopic and percutaneous renal cryoablation in a single tertiary referral center	20363550	European Urology
3419	Association of Statins With Decreased Acute Pancreatitis Severity: A Propensity Score Analysis	29095423	Journal of Clinical Gastroenterology
3420	Family Characteristics Associated with Likelihood of Varicella Vaccination	27104589	Perm J
3421	A hot-deck multiple imputation procedure for gaps in longitudinal recurrent event histories	21361886	Biometrics
3422	A novel classification system for traumatic central cord syndrome: the central cord injury scale (CCIS)	20228699	Spine
3423	A Decision Instrument to Identify Isolated Traumatic Subdural Hematomas at Low Risk of Neurologic Deterioration, Surgical Intervention, or Radiographic Worsening	28871614	Academic Emergency Medicine
3424	Pediatric injuries associated with fireplaces, United States, 2002-2007	21252811	Pediatric Emergency Care
3425	Does an enhanced recovery after surgery protocol change costs and outcomes of single-level lumbar microdiscectomy?	30933911	Neurosurgical Focus
3426	Is the Scout Out? The Utility of Scout Radiographs in the Pediatric Upper Gastrointestinal Examination	30074579	Journal of Pediatric Gastroenterology and Nutrition
3427	Prevalence of anemia after Roux-en-Y gastric bypass surgery: what is the right number?	21195676	Surgery for Obesity and Related Diseases
3428	Non-neurological outcomes after complete traumatic spinal cord injury: the impact of surgical timing	23829420	Journal of Neurotrauma
3429	Risk factors for dementia in the ninth decade of life and beyond: a study of the Lothian birth cohort 1921	28578665	BMC Psychiatry
3430	A model to predict progression in brain-injured patients	25420799	Transplantation Proceedings
3431	Inadequate venous thromboembolism risk stratification predicts venous thromboembolic events in surgical intensive care unit patients	24680577	Journal of the American College of Surgeons
3432	Incidence and predictors of surgical site infection after ORIF in calcaneus fractures, a retrospective cohort study	30458814	Journal of Orthopaedic Surgery and Research
3433	The relationship between economic characteristics and health-related quality of life in newly diagnosed cancer patients in Southeast Asia: results from an observational study	25331014	Quality of Life Research
3434	Do Sociodemographic Factors Influence Outcome in Prostate Cancer Patients Treated With External Beam Radiation Therapy?	24879473	American Journal of Clinical Oncology
